,Smiles_Solute,Smiles_Solvent,Smiles_Merged,LogS
106,CC(=O)[C@@]12O[C@@H]1CC1C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]12C,CS(C)=O,CC1(=O)~O=S(C)(C)~O2[C@@H]3CC4C5CCC6=CC(=O)CC[C@]6(C)C5CC[C@]4(C)[C@@]321,-2.2684918164039747
107,CC(=O)[C@@]12O[C@@H]1CC1C3CCC4=CC(=O)CC[C@]4(C)C3[C@H](O)C[C@@]12C,CS(C)=O,CC1(=O)~O=S(C)(C)~O[C@@H]2C[C@@]3(C)C(C[C@H]4O[C@@]413)C1CCC3=CC(=O)CC[C@]3(C)C12,-2.3738650213646113
108,CC(=O)c1ccc(N=C2SCC3CCCN2C3)cc1,CCCCCC,CCCC1~N23CCCC(CSC2(=Nc2ccc(C(C)=O)cc2)~CC1)C3,-3.8416375079047502
109,CC(=O)c1ccc(N=C2SCC3CCCN2C3)cc1,CCCCCCCCO,CCCCCCCC1~N23CCCC(CSC2(=Nc2ccc(C(C)=O)cc2)~O1)C3,-2.1249387366083
110,CC(=O)c1ccc(NC2=NCCC3(CCCCC3)S2)cc1,CCCCCC,CCCC1~N(c2ccc(C(C)=O)cc2)C2(~CC1)=NCCC1(CCCCC1)S2,-4.806875401645538
111,CC(=O)c1ccc(S(C)(=O)=O)cc1,C1CCCCC1,CC1=O~C2(~S(C)(=O)(=O)c3ccc1cc3)CCCCC2,-2.309803919971486
112,CC(=O)c1ccc(S(C)(=O)=O)cc1,CC(C)CO,CC1=O~C(C(C)C)O~S(C)(=O)(=O)c2ccc1cc2,-2.1307682802690238
113,CC(=O)c1ccc(S(C)(=O)=O)cc1,CCCCCC,CCCC1~O=C(C)c2ccc(cc2)S(C)(=O)(=O)~CC1,-2.5228787452803374
114,CC(=O)c1ccc(S(C)(=O)=O)cc1,OCCO,CC1=O~C(CO)O~S(C)(=O)(=O)c2ccc1cc2,-1.747146969020107
115,CC(=O)c1ccc([N+](=O)[O-])cc1,C1CCCCC1,CC1=O~C2(~c3([N+](=O)[O-])ccc1cc3)CCCCC2,-2.8121973612815805
116,CC(=O)c1cccc([N+](=O)[O-])c1,C1CCCCC1,CC1=O~C2(~c3([N+](=O)[O-])cccc1c3)CCCCC2,-2.9051796196452
117,CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,CCOCCO,CCOC1~OC(=O)(C(C)c2ccc3c(c2)CC(=O)c2ccccc2S3)~OC1,-1.4284076166386928
118,CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,COCCO,COC1~OC(=O)(C(C)c2ccc3c(c2)CC(=O)c2ccccc2S3)~OC1,-1.5565805382171827
119,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,CCCCCCCO,CCCCCCC1~O(c2ccc(Cl)cc2)C(C(=O)C(C)(C)C)(n2ccnc2)~O1,-1.1636758842932484
120,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,CCCCCCO,CCCCCC1~O(c2ccc(Cl)cc2)C(C(=O)C(C)(C)C)(n2ccnc2)~O1,-1.136677139879544
121,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,CCCCCO,CCCCC1~O(c2ccc(Cl)cc2)C(C(=O)C(C)(C)C)(n2ccnc2)~O1,-1.1073489661226996
122,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,C1CCCCC1,CC(C)(C)C(=O)C1(n2cncn2)~C2(~O1c1ccc(Cl)cc1)CCCCC2,-3.3516399890190685
123,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,CCCCCC,CCCC1~O(c2ccc(Cl)cc2)C(C(=O)C(C)(C)C)(n2cncn2)~CC1,-3.5816987086802543
124,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,CCCCCCC,CCCC1~O(c2ccc(Cl)cc2)C(C(=O)C(C)(C)C)(n2cncn2)~CCC1,-2.8904214530956134
125,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,CCC(C)=O,CCC1(C)~OC(CCc2ccc(Cl)cc2)(C(C)(C)C)Cn2cnc(~O=1)n2,-1.3938336853923796
126,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,CC(C)CO,CC(C)C1~OC(=O)[C@@H]2CCCN2C(=O)(OC(C)(C)C)~O1,-1.1426433767676973
127,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,CCC(C)=O,CCC1(C)~OC(=O)[C@@H]2CCCN2C(=O)(OC(C)(C)C)~O=1,-1.4309188402995805
128,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,CCC(C)O,CCC1(C)~OC(=O)[C@@H]2CCCN2C(=O)(OC(C)(C)C)~O1,-1.0139497039135374
129,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,COC(C)=O,CO1~C(=O)(OC(C)(C)C)N2CCC[C@H]2C(=O)O~C1(C)=O,-1.5982376978631747
130,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,ClCCl,CC(C)(C)OC1(=O)~ClC(Cl)~OC(=O)[C@@H]2CCCN21,-1.047454550462134
131,CC(C)(C)OC(=O)N[C@@H](CC(=O)O)Cc1cc(F)c(F)cc1F,C1CCOC1,CC(C)(C)OC1(=O)~O2CCCC2~OC(=O)C[C@@H](Cc2cc(F)c(F)cc2F)N1,-1.0301183562535001
132,CC(C)(C)c1ccc(C(=O)O)cc1,CC(=O)O,CC(C)(C)c1ccc(C2(=O)~OC(C)(=O)~O2)cc1,-1.494850021680094
133,CC(C)(C)c1ccc(C(=O)O)cc1,CCCCCC,CCCC1~OC(=O)(c2ccc(C(C)(C)C)cc2)~CC1,-1.6126101736612706
134,CC(C)(C)c1ccc(C(=O)O)cc1,CCCCCCCCO,CCCCCCCC1~OC(=O)(c2ccc(C(C)(C)C)cc2)~O1,-0.9808837095529273
135,CC(C)(C)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)OC3)c(C(C)(C)C)c1,CC(C)(C)O,CC(C)(C)c1ccc(OP2OCC3(CO2)COP2(~OC(C)(C)(C)~O2c2ccc(C(C)(C)C)cc2C(C)(C)C)OC3)c(C(C)(C)C)c1,-3.1715334526473216
136,CC(C)(O)P1(=O)OCC2(CO1)COP(=O)(C(C)(C)O)OC2,CC(=O)O,CC(C)(O)P1(=O)OCC2(CO1)COP1(=O)(~OC(C)(=O)~OC1(C)C)OC2,-2.160270624793612
137,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,OCCO,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C1(=O)~OC(CO)~O1,-1.4577972175659717
138,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,CC(C)CCO,CC(C)CC1~OC(=O)(C(C)(C)Oc2ccc(CCNC(=O)c3ccc(Cl)cc3)cc2)~O1,-2.8271636398772895
139,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,CC(C)CO,CC(C)C1~OC(=O)(C(C)(C)Oc2ccc(CCNC(=O)c3ccc(Cl)cc3)cc2)~O1,-2.9400202830558384
140,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,CCC(=O)OC,CCC1(=O)~OC(=O)(C(C)(C)Oc2ccc(CCNC(=O)c3ccc(Cl)cc3)cc2)~O1C,-3.3689623034632596
141,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,CCC(C)=O,CCC1(C)~OC(=O)(C(C)(C)Oc2ccc(CCNC(=O)c3ccc(Cl)cc3)cc2)~O=1,-2.7188756905507248
142,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,CCC(C)O,CCC1(C)~OC(=O)(C(C)(C)Oc2ccc(CCNC(=O)c3ccc(Cl)cc3)cc2)~O1,-2.6378003611311134
143,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,CCCCCO,CCCCC1~OC(=O)(C(C)(C)Oc2ccc(CCNC(=O)c3ccc(Cl)cc3)cc2)~O1,-2.6326254401258034
144,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,CCCCOC(C)=O,CCCCO1~C(=O)(C(C)(C)Oc2ccc(CCNC(=O)c3ccc(Cl)cc3)cc2)O~C1(C)=O,-3.4850539946919956
145,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,CCCOC(C)=O,CCCO1~C(=O)(C(C)(C)Oc2ccc(CCNC(=O)c3ccc(Cl)cc3)cc2)O~C1(C)=O,-3.3399887787106692
146,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,O=C1CCCCC1,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C1(=O)~O=C2(~O1)CCCCC2,-2.3045095676609315
147,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,CS(C)=O,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC2(~O=S(C)(C)~O2)C(C)(C)[C@@H]1CC3,-3.8239087409443187
148,CC(C)COc1ccc(B(O)O)cc1,CCC(=O)CC,CCC1(CC)~O(CC(C)C)c2ccc(cc2)B(O)(O)~O=1,-0.9442395353122652
149,CC(C)COc1ccc(B(O)O)cc1,CCCOCCC,CCCO1~B(O)(O)c2ccc(cc2)O(CC(C)C)~C1CC,-1.453457336521869
150,CC(C)COc1ccc(B(O)O)cc1,ClC(Cl)Cl,CC(C)CO1~C(Cl)(Cl)Cl~B(O)(O)c2ccc1cc2,-1.6736641390712486
151,CC(C)COc1cccc(B(O)O)c1,CCC(=O)CC,CCC1(CC)~O(CC(C)C)c2cccc(c2)B(O)(O)~O=1,-0.7185121120599187
152,CC(C)COc1cccc(B(O)O)c1,CCCOCCC,CCCO1~B(O)(O)c2cccc(c2)O(CC(C)C)~C1CC,-0.9875846252375671
153,CC(C)COc1cccc(B(O)O)c1,ClC(Cl)Cl,CC(C)CO1~C(Cl)(Cl)Cl~B(O)(O)c2cccc1c2,-1.744727494896694
154,CC(C)COc1ccccc1B(O)O,CCC(=O)CC,CCC1(CC)~O(CC(C)C)c2ccccc2B(O)(O)~O=1,-0.5210008683266428
155,CC(C)COc1ccccc1B(O)O,CCCOCCC,CCCO1~B(O)(O)c2ccccc2O(CC(C)C)~C1CC,-0.8046539416515803
156,CC(C)COc1ccccc1B(O)O,ClC(Cl)Cl,CC(C)CO1~C(Cl)(Cl)Cl~B(O)(O)c2ccccc21,-0.557990840859048
157,CC(C)Cc1ccc(C(C)C(=O)O)cc1,CC(C)CCO,CC(C)Cc1ccc(C(C)C2(=O)~OC(CC(C)C)~O2)cc1,-0.9186526921958675
158,CC(C)Cc1ccc(C(C)C(=O)O)cc1,CC(C)CO,CC(C)Cc1ccc(C(C)C2(=O)~OC(C(C)C)~O2)cc1,-0.9685915357483759
159,CC(C)Cc1ccc(C(C)C(=O)O)cc1,CCCCCO,CCCCC1~OC(=O)(C(C)c2ccc(CC(C)C)cc2)~O1,-0.8741935418604732
160,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,CCCCCC,CCCC1~OC(=O)([C@@H](C)c2ccc(CC(C)C)cc2)~CC1,-1.2620126736665693
161,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,CCCCCCCCO,CCCCCCCC1~N2(c3ccccc3)CSC(=NC(C)(C)C)N(C(C)C)C2(=O)~O1,-2.083862016892825
162,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,CC(=O)N(C)C,CC(C)O1~C(C)(=O)N(C)(C)~c2(=O)c(-c3ccccc3)coc3cc1ccc32,-1.4028864561071959
163,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,CCCCCO,CCCCC1~O(C(C)C)c2ccc3c(c2)occ(-c2ccccc2)c3(=O)~O1,-2.71602071576152
164,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,COC(C)=O,CC(C)O1~C(C)(=O)O(C)~c2(=O)c(-c3ccccc3)coc3cc1ccc32,-2.0232832956366176
165,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,ClCCl,CC(C)O1~C(Cl)Cl~c2(=O)c(-c3ccccc3)coc3cc1ccc32,-1.1757830193856686
166,CC(C)c1ccc(N=C2SCC3CCCN2C3)cc1,CCCCCC,CCCC1~N23CCCC(CSC2(=Nc2ccc(C(C)C)cc2)~CC1)C3,-2.869666231504994
167,CC(C)c1ccc(N=C2SCC3CCCN2C3)cc1,CCCCCCCCO,CCCCCCCC1~N23CCCC(CSC2(=Nc2ccc(C(C)C)cc2)~O1)C3,-0.8446639625349383
168,CC(C)c1ccc(NC2=NCCC3(CCCCC3)S2)cc1,CCCCCC,CCCC1~N(c2ccc(C(C)C)cc2)C2(~CC1)=NCCC1(CCCCC1)S2,-3.289036881004724
169,CC(C)c1ccc2sc3ccccc3c(=O)c2c1,ClCCCl,CC(C)c1ccc2sc3ccccc3c3(~ClC(CCl)~O=3)c2c1,-0.4067139329795427
170,CC(C)c1ncc[nH]1,CCC(C)=O,CCC1(C)~[nH]2ccnc2(C(C)C)~O=1,-0.959397659885927
171,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl,CC(C)CO,CC(CCc1ccccc1)NCC(O)c1ccc2c(c1)C(N)(=O)~OC(C(C)C)~O2.Cl,-3.8664610916297826
172,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl,CCC(C)O,CCC1(C)~Oc2ccc(C(O)CNC(C)CCc3ccccc3)cc2C(N)(=O)~O1.Cl,-3.7772835288524167
173,CC(CN1c2ccccc2S(=O)(=O)c2ccccc21)N(C)C.Cl,CC(=O)O,CC(CN12~C(C)(=O)O~S(=O)(=O)(c3ccccc31)c1ccccc12)N(C)C.Cl,-2.6819366650372385
174,CC(CN1c2ccccc2S(=O)(=O)c2ccccc21)N(C)C.Cl,CN1CCCC1=O,CC(CN12~C3(=O)CCCN3(C)~S(=O)(=O)(c3ccccc31)c1ccccc12)N(C)C.Cl,-2.192938760082761
175,CC(O)(P(=O)(O)O)P(=O)(O)O.O,CC(=O)O,CC(O)(P(=O)(O)O)P(=O)(O)(O)~OC(C)(=O)~O,-2.7423214251308154
176,CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2,COC(C)=O,CO1~S(=O)(=O)(O)CC23CCC(CC2=O~C1(C)=O)C3(C)C,-1.6270879970298935
177,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,CC(O)CO,CC1(C)CCC2=C3c4ccccc4C(=O)(~OCC(C)(O)~O31)C2=O,-2.51427857351842
178,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,CCC(C)O,CCC1(C)~O2C3=C(CCC2(C)C)C(=O)C(=O)(~O1)c1ccccc13,-2.2479515521805613
179,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,CC(=O)CC(C)C,CC(C)CC1(C)~OC(=O)([C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)~O=1,-2.7637147225519714
180,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,COC(C)(C)C,CO1~C(=O)([C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)O~C1(C)(C)C,-2.444421927227045
181,CC1(C)COP(=O)(C(C)(C)O)OC1,ClC(Cl)Cl,CC1(C)COP2(=O)(~ClC(Cl)(Cl)~OC2(C)C)OC1,-1.8794260687941502
182,CC1(C)COP(=O)(C(C)(C)O)OC1,ClCCCl,CC1(C)COP2(=O)(~ClC(CCl)~OC2(C)C)OC1,-2.8728952016351923
183,CC1(C)COP(=O)(C(C)(O)c2ccccc2)OC1,ClC(Cl)Cl,CC1(C)COP2(=O)(~ClC(Cl)(Cl)~OC2(C)c2ccccc2)OC1,-2.318758762624413
184,CC1(C)COP(=O)(C(C)(O)c2ccccc2)OC1,ClCCCl,CC1(C)COP2(=O)(~ClC(CCl)~OC2(C)c2ccccc2)OC1,-2.9706162223147903
185,CC1(C)COP(=O)(C(Nc2ccccc2)c2ccccc2)OC1,C1CCOC1,CC1(C)COP2(=O)(~O3CCCC3~N(c3ccccc3)C2c2ccccc2)OC1,-2.234331445240986
186,CC1(C)COP(=O)(C(Nc2ccccc2)c2ccccc2)OC1,ClC(Cl)(Cl)Cl,CC1(C)COP2(=O)(~ClC(Cl)(Cl)(Cl)~N(c3ccccc3)C2c2ccccc2)OC1,-3.8239087409443187
187,CC1(C)COP(=O)(C(Nc2ccccc2)c2ccccc2)OC1,ClC(Cl)Cl,CC1(C)COP2(=O)(~ClC(Cl)(Cl)~N(c3ccccc3)C2c2ccccc2)OC1,-1.453210648368742
188,CC1(C)COP(=O)(C(Nc2ccccc2)c2ccccc2)OC1,ClCCCl,CC1(C)COP2(=O)(~ClC(CCl)~N(c3ccccc3)C2c2ccccc2)OC1,-1.9909742579130898
189,CC1(C)COP(=O)(C(Nc2ccccc2)c2ccccc2)OC1,ClCCl,CC1(C)COP2(=O)(~ClC(Cl)~N(c3ccccc3)C2c2ccccc2)OC1,-2.1129456219490432
190,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,CCCCCC,CCCC1~O(c2cccc(OP3(=O)OCC(C)(C)CO3)c2)P2(=O)(~CC1)OCC(C)(C)CO2,-5.0
191,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,CCOC=O,CCO1~P2(=O)(OCC(C)(C)CO2)O(c2cccc(OP3(=O)OCC(C)(C)CO3)c2)~C1=O,-2.374687549038326
192,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,COC(C)=O,CO1~P2(=O)(OCC(C)(C)CO2)O(c2cccc(OP3(=O)OCC(C)(C)CO3)c2)~C1(C)=O,-2.640164517660112
193,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,ClC(Cl)Cl,CC1(C)COP(=O)(Oc2cccc(O3~C(Cl)(Cl)Cl~P34(=O)OCC(C)(C)CO4)c2)OC1,-1.1898347154568505
194,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,ClCCCl,CC1(C)COP(=O)(Oc2cccc(O3~C(CCl)Cl~P34(=O)OCC(C)(C)CO4)c2)OC1,-1.7700623140920662
195,CC1(C)CO[P+]([O-])(Oc2c(Br)cc(Br)cc2Br)OC1,C1CCOC1,CC1(C)CO[P+]2(Oc3c(Br)cc(Br)cc3Br)(~O3CCCC3~[O-]2)OC1,-1.6205131862827262
196,CC1(C)CO[P+]([O-])(Oc2c(Br)cc(Br)cc2Br)OC1,COC(C)=O,CO1~[P+]2(Oc3c(Br)cc(Br)cc3Br)(OCC(C)(C)CO2)[O-]~C1(C)=O,-2.275724130399211
197,CC1(C)CO[P+]([O-])(Oc2c(Br)cc(Br)cc2Br)OC1,ClC(Cl)Cl,CC1(C)CO[P+]2(Oc3c(Br)cc(Br)cc3Br)(~ClC(Cl)(Cl)~[O-]2)OC1,-1.0962048572589647
198,CC1(C)CO[P+]([O-])(Oc2c(Br)cc(Br)cc2Br)OC1,ClCCl,CC1(C)CO[P+]2(Oc3c(Br)cc(Br)cc3Br)(~ClC(Cl)~[O-]2)OC1,-1.3082114755973016
199,CC1(C)NC(=O)NC1=O,CC(C)CO,CC(C)C1~N2C(C)(C)C(=O)NC2(=O)~O1,-1.6158258611929666
200,CC1(C)NC(=O)NC1=O,CCC(C)O,CCC1(C)~N2C(C)(C)C(=O)NC2(=O)~O1,-1.4156687756324693
201,CC1(C)NC(=O)NC1=O,CCCCCO,CCCCC1~N2C(C)(C)C(=O)NC2(=O)~O1,-1.626536278367631
202,CC1(C)NC(=O)NC1=O,CCCOC(C)=O,CCCO1~C2(=O)NC(=O)C(C)(C)N2~C1(C)=O,-2.034657164439378
203,CC1(C)O[C@H]2CC(=O)OC[C@@]23[C@H]1CC(=O)[C@]1(C)[C@@H]3CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)[C@H]3O[C@]321,C1CCOC1,CC1(C)O[C@H]2CC(=O)OC[C@]23[C@H]2CC[C@@]4(C)[C@H]5OC(=O)(~O6CCCC6~o6ccc5c6)[C@H]5O[C@]54[C@]2(C)C(=O)C[C@@H]13,-2.6163641316381203
204,CC1(C)O[C@H]2CC(=O)OC[C@@]23[C@H]1CC(=O)[C@]1(C)[C@@H]3CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)[C@H]3O[C@]321,CCCCOC(C)=O,CCCCO1~C2(=O)O[C@@H](c3cco(~C1(C)=O)c3)[C@]1(C)CC[C@@H]3[C@@]45COC(=O)C[C@@H]4OC(C)(C)[C@@H]5CC(=O)[C@@]3(C)[C@]13O[C@H]23,-3.490797477668897
205,CC1(C)O[C@H]2CC(=O)OC[C@@]23[C@H]1CC(=O)[C@]1(C)[C@@H]3CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)[C@H]3O[C@]321,ClC(Cl)Cl,CC1(C)O[C@H]2CC(=O)OC[C@]23[C@H]2CC[C@@]4(C)[C@H]5OC(=O)(~ClC(Cl)(Cl)~o6ccc5c6)[C@H]5O[C@]54[C@]2(C)C(=O)C[C@@H]13,-2.3716110699496884
206,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,Cc1ccc(C(C)C)cc1,Cc1ccc2cc1~C1(C[C@H]3CC[C@]1(C)C3(C)C)O~C2(C)C,-0.8105096863006325
207,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,Cc1ccc(C(C)C)cc1,Cc1ccc2cc1~C1(C[C@H]3CC[C@]1(C)C3(C)C)O~C2(C)C,-0.49894073778224846
208,CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2S1=O,CC(=O)CC(C)C,CC(C)CC1(C)~OC(=O)([C@@H]2N3C(=O)[C@@H](NC(=O)Cc4ccccc4)[C@H]3S(=O)C2(C)C)~O=1,-2.761427038303371
209,CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2S1=O,CCCCOC(C)=O,CCCCO1~C(=O)([C@@H]2N3C(=O)[C@@H](NC(=O)Cc4ccccc4)[C@H]3S(=O)C2(C)C)O~C1(C)=O,-3.219826756357406
210,CC12CCC(CC1=O)C2(C)C,Cc1ccc(C(C)C)cc1,Cc1ccc2cc1~C1(=O~C2(C)C)CC2CCC1(C)C2(C)C,-0.23642227553335465
211,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,C1CCCCC1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C3(~C4(~O=3)CCCCC4)CCC2(C)C)C(C)(C)CCC1=O,-4.896880746454286
212,CC1=CC(=O)c2ccccc2C1=O,CCc1ccccc1,CC1=CC2=O~C(C)c3ccc(~C1(=O)c1ccccc12)cc3,-1.010416710688995
213,CC1=CC(=O)c2ccccc2C1=O,Cc1cccc(C)c1,CC1=CC2=O~Cc3cc(C)cc(~C1(=O)c1ccccc12)c3,-0.8961962790440432
214,CC1=CC(=O)c2ccccc2C1=O,Cc1ccccc1C,CC1=CC2=O~Cc3cc(~C1(=O)c1ccccc12)ccc3C,-0.8526328922062135
215,CC1=NN(c2ccc(C)cc2)C(=O)C1,C1CCCCC1,CC1=NN(c2ccc(C)cc2)C2(~C3(~O=2)CCCCC3)C1,-3.3114911923434787
216,CC1=NN(c2ccc(C)cc2)C(=O)C1,CC(C)CCO,CC1=NN(c2ccc(C)cc2)C2(~OC(CC(C)C)~O=2)C1,-1.5188441291719648
217,CC1=NN(c2ccc(C)cc2)C(=O)C1,CCc1ccccc1,CC1=NN(c2ccc(C)cc2)C2(~c3ccc(cc3)C(C)~O=2)C1,-1.962972120244225
218,CC1=NN(c2ccccc2)C(=O)C1,CC(C)CO,CC1=NN(c2ccccc2)C2(~OC(C(C)C)~O=2)C1,-1.8161325228478349
219,CC1=NN(c2ccccc2)C(=O)C1,CCC(C)O,CCC1(C)~O=C2(~O1)CC(C)=NN2c1ccccc1,-1.8065970969375824
220,CC1=NN(c2ccccc2)C(=O)C1,CCCCCO,CCCCC1~O=C2(~O1)CC(C)=NN2c1ccccc1,-1.6109225562076506
221,CC1=NN(c2ccccc2)C(=O)C1,ClCCl,CC1=NN(c2ccccc2)C2(~ClC(Cl)~O=2)C1,-1.350032661675176
222,CC1=NNC(=O)N(/N=C/c2cccnc2)C1,CN1CCCC1=O,CC1=NNC2(=O)~N3(C)CCCC3(=O)~n3cccc(c3)/C=N/N2C1,-2.7867479478036032
223,CC1=NNC(=O)N(/N=C/c2cccnc2)C1,CS(C)=O,CC1=NNC2(=O)~O=S(C)(C)~n3cccc(c3)/C=N/N2C1,-2.11781711236973
224,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CCCCCCCCO,CCCCCCCC1~O2CC(C)n3cc(c(=O)c4cc(F)c(N5CCN(C)CC5)c2c43)C(=O)(O)~O1,-4.295334814545471
225,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,ClC(Cl)(Cl)Cl,CC1CO2~C(Cl)(Cl)(Cl)Cl~C(=O)(O)c3cn1c1c2c(N2CCN(C)CC2)c(F)cc1c3=O,-2.834458923277627
226,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,ClC(Cl)Cl,CC1CO2~C(Cl)(Cl)Cl~C(=O)(O)c3cn1c1c2c(N2CCN(C)CC2)c(F)cc1c3=O,-2.478992747591396
227,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,ClCCl,CC1CO2~C(Cl)Cl~C(=O)(O)c3cn1c1c2c(N2CCN(C)CC2)c(F)cc1c3=O,-2.508078287413849
228,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,CCCCOC(C)=O,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@@H](C(C)C)C1(=O)~O(CCCC)C(C)(=O)~O1,-2.826813731587726
229,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,COC(C)=O,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@@H](C(C)C)C1(=O)~O(C)C(C)(=O)~O1,-2.5121548798885645
